1363,Rape Zombie Lust of the Dead 2,A strange virus turns 90% of the world population into Lust eating Zombies. However in Akihabara Japan some males were found to be uninfected. These men team up with the Zombies to go after the flesh and blood of surviving young women to fill their lust. The women survivors must fight to survive in an apocalyptic Japan.
1364,Girl in the Basement,Sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles Don imprisons her in the basement of their home.
1365,Lolita,Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze he soon becomes obsessed with Lolita the woman's teenaged daughter.
1366,Robots,Rodney Copperbottom is a young robot inventor who dreams of making the world a better place until the evil Ratchet takes over Big Weld Industries. Now Rodney's dreams – and those of his friends – are in danger of becoming obsolete.
1367,Sniper Assassin's End,Special Ops sniper Brandon Beckett is set up as the primary suspect for the murder of a foreign dignitary on the eve of signing a high-profile trade agreement with the United States. Narrowly escaping death Beckett realizes that there may be a dark operative working within the government and partners with the only person whom he can trust: his father legendary sniper Sgt. Thomas Beckett. Both Becketts are on the run from the CIA Russian mercenaries and a yakuza-trained assassin with sniper skills that rival both legendary sharpshooters.
1368,SuperFly,Career criminal Youngblood Priest wants out of the Atlanta drug scene but as he ramps up sales one little slip up threatens to bring the whole operation down before he can make his exit.
1369,Independence Day,On July 2 a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3 the United States conducts a coordinated counterattack that fails. On July 4 a plan is devised to gain access to the interior of the alien mothership in space in order to plant a nuclear missile.
1370,Sherlock Holmes A Game of Shadows,There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal but his capacity for evil and lack of conscience may give him an advantage over the  detective.
1371,Finders of the Lost Yacht,Pertsa and Kilu are two neighbour boys with different backgrounds. They live adventurous life of a young imaginary mind in small harbour town. Accidentally they get involved in a bank robbery. Through their own investigation of the case imagination and real danger gets mixed and leads to great adventure where friendship and courage is on stake.
1372,The Kissing Booth,When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school she risks her relationship with her best friend.
1373,TRON Legacy,Sam Flynn the tech-savvy and daring son of Kevin Flynn investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra Sam quests to stop evil dictator Clu from crossing into the real world.
1374,Alvin and the Chipmunks The Squeakquel,Pop sensations Alvin Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school and are tasked with saving the school's music program by winning the $25000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.
1375,Fired Up!,Popular high schoolers and best friends Shawn and Nick decide to ditch football camp for cheerleader camp. For the girls and for the glory.
1376,The Black Phone,Finney Blake a shy but clever 13-year-old boy is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.
1377,Players,New York sportswriter Mack has spent years devising successful hook-up "plays" with her friends but when she unexpectedly falls for one of her targets she must learn what it takes to go from simply scoring to playing for keeps.
1378,The Founder,The true story of how Ray Kroc a salesman from Illinois met Mac and Dick McDonald who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.
1379,Scary Movie 3,In the third installment of the Scary Movie franchise news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes and help the President stop an alien invasion in the process.
1380,Born to Fly,A talented trainee pilot is given the opportunity to virtually test the latest fighter jet which pushes him to his limits.
1381,Storks,Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior the company’s top delivery stork is about to be promoted when he accidentally activates the Baby Making Machine producing an adorable and wholly unauthorized baby girl...
1382,The Inventor,The insatiably curious and headstrong inventor Leonardo da Vinci leaves Italy to join the French court where he can experiment freely inventing flying contraptions incredible machines and study the human body. There joined in his adventure by the audacious princess Marguerite Leonardo will uncover the answer to the ultimate question – "What is the meaning of it all?"
1383,A Writer's Odyssey,Kongwen Lu is the author of a fantasy novel series following a heroic teenager also named Kongwen on a quest to end the tyrannical rule of Lord Redmane under the guidance of a Black Armor. But through a strange twist of fate the fantasy world of the novel begins to impact life in the real world leading Guan Ning to accept a mission from Tu Ling to kill the author.
1384,Watchmen,In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown. But after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction but in doing so they uncover a sinister plot that puts all of humanity in grave danger.
1385,Mr. & Mrs. Smith,After five (or six) years of vanilla-wedded bliss ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other they are both coolly lethal highly-paid assassins working for rival organisations. When they discover they're each other's next target their secret lives collide in a spicy explosive mix of wicked comedy pent-up passion nonstop action and high-tech weaponry.
1386,V/H/S/94,After the discovery of a mysterious VHS tape a brutish police SWAT team launches a high-intensity raid on a remote warehouse only to discover a sinister cult compound whose collection of pre-recorded material uncovers a nightmarish conspiracy.
1387,Dragon Ball Z The History of Trunks,It has been thirteen years since the Androids began their killing rampage and Son Gohan is the only person fighting back. He takes Bulma's son Trunks as a student and even gives his own life to save Trunks's. Now Trunks must figure out a way to change this apocalyptic future
1388,The Key,Art professor Nino Rolfe attempts to break down his wife Teresa's conventional modesty. Noticing her affection for their daughter's fiancé Nino instigates her sexual interest in him - setting off a chain of unexpected events and emotional complications...
1389,Scarlet Innocence,A university professor gradually succumbing to blindness is entranced by an obsessive love in this modern-day adaptation of a classic Korean fairy tale.
1390,Forbidden Zone,A mysterious door in the basement of the Hercules house leads to the Sixth Dimension by way of a gigantic set of intestine. When Frenchy slips through the door King Fausto falls in love with her. The jealous Queen Doris takes Frenchy prisoner and it is up to the Hercules family and friend Squeezit Henderson to rescue her.
1391,Mom's Friend,Seong Soo a twenty years old boy decided to move to Seoul after being accepted into Seoul University. However he was a victim of real estate scam. He then moves into his mother's friend's house. Moreover it turns out that his mother's friend is a sexy self-employed mother and Seong Soo is attracted to her.
1392,The Polar Express,When a doubting young boy takes an extraordinary train ride to the North Pole he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.
1393,The Human Centipede (First Sequence),During a stopover in Germany in the middle of a carefree road trip through Europe two American girls find themselves alone at night when their car breaks down in the woods. Searching for help at a nearby villa they are wooed into the clutches of a deranged retired surgeon who explains his mad scientific vision to his captives' utter horror. They are to be the subjects of his sick lifetime fantasy: to be the first to connect people one to the next and in doing so bring to life "the human centipede."
1394,The Road to El Dorado,After a failed swindle two con-men end up with a map to El Dorado the fabled "city of gold" and an unintended trip to the New World.  Much to their surprise the map does lead the pair to the mythical city where the startled inhabitants promptly begin to worship them as gods.  The only question is do they take the worshipful natives for all they're worth or is there a bit more to El Dorado than riches?
1395,Five Feet Apart,Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines boundaries and self-control — all of which get put to the test when she meets Will an impossibly charming teen who has the same illness. There's an instant flirtation though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies so does the temptation to throw the rules out the window and embrace that attraction.
1396,Nanny McPhee and the Big Bang,Nanny McPhee appears at the door of a harried young mother who is trying to run the family farm while her husband is away at war. But once she’s arrived Nanny discovers that the children are fighting a war of their own against two spoiled city cousins who have just moved in. Relying on everything from a flying motorcycle and a statue that comes to life to a tree-climbing piglet and a baby elephant Nanny uses her magic to teach her mischievous charges five new lessons.
1397,E.T. the Extra-Terrestrial,An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial Elliot his brother and his little sister Gertie form an emotional bond with their new friend and try to help him find his way home.
1398,Interview with the Vampire,A vampire relates his epic life story of love betrayal loneliness and dark hunger to an over-curious reporter.
1399,Risen,Clavius a powerful Roman military tribune and his aide Lucius are tasked with solving the mystery of what happened to Jesus in the weeks following the crucifixion in order to disprove the rumors of a risen Messiah and prevent an uprising in Jerusalem.
1400,A Whisker Away,A peculiar girl transforms into a cat to catch her crush's attention. But before she realizes it the line between human and animal starts to blur.
1401,Never Back Down No Surrender,Picking up after the events of Never Back Down 2 former MMA champion Case Walker is on the comeback trail to become champion once again.
1402,Once Upon a Time in America,A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later where he once again must confront the ghosts and regrets of his old life.
1403,Undisputed III Redemption,Russian inmate Boyka now severely hobbled by the knee injury suffered at the end of Undisputed 2. No longer the feared prison fighter he was he has declined so far that he is now good only for cleaning toilets. But when a new prison fight tournament begins - an international affair matching the best fighters from prisons around the globe enticing them with the promise of freedom for the winner - Boyka must reclaim his dignity and fight for his position in the tournament.
1404,Mechanic Resurrection,Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations and do what he does best make them look like accidents.
1405,V for Vendetta,In a world in which Great Britain has become a fascist state a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police he finds in her an ally with whom he can continue his fight to free the people of Britain.
1406,Whisper of the Heart,Shizuku lives a simple life dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: 'Seiji Amasawa'.
1407,A Fistful of Dollars,The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers the stranger inserts himself into the middle of the long-simmering battle selling false information to both sides for his own benefit.
1408,Sonic the Hedgehog 3,The third film in the "Sonic the Hedgehog" franchise.
1409,Chicken Little,When the sky really is falling and sanity has flown the coop who will rise to save the day? Together with his hysterical band of misfit friends Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.
1410,Alien³,After escaping with Newt and Hicks from the alien planet Ripley crash lands on Fiorina 161 a prison planet and host to a correctional facility. Unfortunately although Newt and Hicks do not survive the crash a more unwelcome visitor does. The prison does not allow weapons of any kind and with aid being a long time away the prisoners must simply survive in any way they can.
1411,The Fall Guy,Fresh off an almost career-ending accident stuntman Colt Seavers has to track down a missing movie star solve a conspiracy and try to win back the love of his life while still doing his day job.
1412,Blue Velvet,Clean-cut Jeffrey Beaumont realizes his hometown is not so normal when he discovers a human ear in a field the investigation soon catapulting him toward a disturbed nightclub singer and a drug-addicted sadist.
1413,Jeepers Creepers 3,Taking place on the last day of the Creeper’s twenty-three-day feeding frenzy as the skeptical Sergeant Tubbs teams up with a task force hellbent on destroying the Creeper for good. The Creeper fights back in gory glory as its enemies grow closer than ever before to learning the secret of its dark origins.
1414,Dawn of the Dead,A group of survivors take refuge in a shopping mall after the world is taken over by aggressive flesh-eating zombies.
1415,Unfrosted,In a time when milk and cereal ruled breakfast a fierce corporate battle begins over a revolutionary new pastry.
1416,The 40 Year Old Virgin,Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40 there's one thing Andy hasn't done and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish a single mom.
1417,The Ring,Rachel Keller is a journalist investigating a videotape that may have killed four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring so she can save herself and her son.
1418,Sexual Chronicles of a French Family,Three generations of a French family open up about their sexual experiences and desires after young Romain is caught masturbating in his biology class.
1419,May December,Twenty years after their notorious tabloid romance gripped the nation a married couple buckles under the pressure when an actress arrives to do research for a film about their past.
1420,Fantastic Beasts The Crimes of Grindelwald,Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend Albus Dumbledore. However Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before his former student Newt Scamander who agrees to help unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested even among the truest friends and family in an increasingly divided wizarding world.
1421,Craig Before the Creek,Before he was Craig of the Creek he was just Craig — a new kid in a new town. All Craig wants is to go back to his old friends at his old home. But when he learns that the nearby creek is hiding a lost treasure that could make his wish come true Craig sets off on a journey to find it — navigating the perilous suburban wilderness forging new friendships all while being pursued by a fearsome band of pirates who are bent on destroying the Creek itself.
1422,F9,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.
1423,Beautiful Wedding,In the aftermath of Beautiful Disaster Abby and Travis wake after a crazy night in Vegas as accidental newlyweds! With the mob on their heels they flee to Mexico for a wild weird honeymoon—but are they in for another disaster?
1424,Dragon Ball Z Lord Slug,A Super Namekian named Slug comes to invade Earth. But the Z Warriors do their best to stop Slug and his gang.
1425,Hansel & Gretel Witch Hunters,After getting a taste for blood as children Hansel and Gretel have become the ultimate vigilantes hell-bent on retribution. Now unbeknownst to them Hansel and Gretel have become the hunted and must face an evil far greater than witches... their past.
1426,Miracles from Heaven,When Christy discovers her 10-year-old daughter Anna has a rare incurable disease she becomes a ferocious advocate for her daughter’s healing as she searches for a solution. After Anna has a freak accident and falls three stories a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified her family restored and their community inspired.
1427,The Mortal Instruments City of Bones,In New York City Clary Fray a seemingly ordinary teenager learns that she is descended from a line of Shadowhunters — half-angel warriors who protect humanity from evil forces. After her mother disappears Clary joins forces with a group of Shadowhunters and enters Downworld an alternate realm filled with demons vampires and a host of other creatures. Clary and her companions must find and protect an ancient cup that holds the key to her mother's future.
1428,The Black Demon,Oilman Paul Sturges' idyllic family vacation turns into a nightmare when they encounter a ferocious megalodon shark that will stop at nothing to protect its territory. Stranded and under constant attack Paul and his family must somehow find a way to get his family back to shore alive before it strikes again in this epic battle between humans and nature.
1429,Night at the Museum Secret of the Tomb,When the magic powers of The Tablet of Ahkmenrah begin to die out Larry Daley spans the globe uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.
1430,Dragon Ball Yo! Son Goku and His Friends Return!!,Shortly after the defeat of Majin Buu a mysterious Saiyan arrives on Earth warning Goku and his friends about a new powerful enemy.
1431,King Kong,Adventurous filmmaker Carl Denham sets out to produce a motion picture unlike anything the world has seen before. Alongside his leading lady Ann Darrow and his first mate Jack Driscoll they arrive on an island and discover a legendary creature said to be neither beast nor man. Denham captures the monster to be displayed on Broadway as King Kong the eighth wonder of the world.
1432,The Ice Road,After a remote diamond mine collapses in far northern Canada an ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.
1433,Child's Play 3,Eight years after seemingly destroying the killer doll teen Andy Barclay is placed in a military school and the spirit of Chucky returns to renew his quest and seek vengeance after being recreated from a mass of melted plastic.
1434,Pain & Gain,Daniel Lugo manager of the Sun Gym in 1990s Miami decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal he recruits musclemen Paul and Adrian as accomplices. After several failed attempts they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive authorities are reluctant to believe his story.
1435,The Final Chapter,Courtney a young reporter is assigned to report on the story of a young woman who lost her husband in a bizarre voodoo ritual. He decides to take his highly sexed wife Connie on the trip to New Orleans. Connie is drawn into a secret affair with one of the locals. Gradually captivated by his spell she eventually flaunts her affair in front of her husband and finally leaves with her new lover to join the voodoo follower. Torn between contempt for his wife's infidelity and fear for her life Courtney is left to decide their destiny in the highly charged climax....
1436,The Talented Mr. Ripley,Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend plunging into a daring scheme of duplicity lies and murder.
1437,A Man of Reason,A gang of criminals rob and murder and want Su-hyuk on board after 10 years in jail but Su-hyuk just wants to have a normal life with his old girlfriend and daughter.
1438,Sister Emanuelle,Sister Emanuelle and Sister Nanà go to meet Mr. Cazzabriga who has a problem: his wild-child daughter Monica who he wants to send to a Catholic school to remove her from temptations around the house.
1439,John Carter,John Carter is a war-weary former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.
1440,Southpaw,Billy "The Great" Hope the reigning junior middleweight boxing champion has an impressive career a loving wife and daughter and a lavish lifestyle. However when tragedy strikes Billy hits rock bottom losing his family his house and his manager. He soon finds an unlikely savior in Tick Willis a former fighter who trains the city's toughest amateur boxers. With his future on the line Hope fights to reclaim the trust of those he loves the most.
1441,That Time I Got Reincarnated as a Slime the Movie Scarlet Bond,A long-running conspiracy is swirling over a mysterious power wielded by the Queen in Raja a small country west of Tempest. When a slime who evolved into a Demon Lord named Rimuru Tempest crosses paths with Hiiro a survivor of the Ogre race an incredible adventure packed with new characters begins. The power of bonds will be put to the test!
1442,Mummies,Through a series of unfortunate events three mummies end up in present-day London and embark on a wacky and hilarious journey in search of an old ring belonging to the Royal Family stolen by ambitious archaeologist Lord Carnaby.
1443,The Curse of La Llorona,In 1970s Los Angeles ignoring the eerie warning of a troubled mother suspected of child endangerment a social worker and her own young kids are soon drawn into a frightening supernatural realm.
1444,The Usual Suspects,Held in an L.A. interrogation room Verbal Kint attempts to convince the feds that a mythic crime lord Keyser Soze not only exists but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.
1445,Lamborghini The Man Behind the Legend,Follow the launch of Lamborghini’s career as a manufacturer of tractors a creator of military vehicles during World War II and the designer of Lamborghini cars which he launched in 1963 as the high-end sports car company Automobili Lamborghini.
1446,The Guest,A soldier introduces himself to the Peterson family claiming to be a friend of their son who died in action. After the young man is welcomed into their home a series of accidental deaths seem to be connected to his presence.
1447,The Secret Life of Pets 2,Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside nervous Max has numerous run-ins with canine-intolerant cows hostile foxes and a scary turkey. Luckily for Max he soon catches a break when he meets Rooster a gruff farm dog who tries to cure the lovable pooch of his neuroses.
1448,Superman Returns,Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever as well as ridding himself of the Man of Steel.
1449,The Omen,A diplomatic couple adopts the son of the devil without knowing it. A remake of the classic horror film of the same name from 1976.
1450,Ant-Man,Armed with the astonishing ability to shrink in scale but increase in strength master thief Scott Lang must embrace his inner-hero and help his mentor Doctor Hank Pym protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles Pym and Lang must plan and pull off a heist that will save the world.
1451,The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.
1452,Star Wars Episode I - The Phantom Menace,Anakin Skywalker a young slave strong with the Force is discovered on Tatooine. Meanwhile the evil Sith have returned enacting their plot for revenge against the Jedi.
1453,Jack Reacher,One morning in an ordinary town five people are shot dead in a seemingly random attack. All evidence points to a single suspect: an ex-military sniper who is quickly brought into custody. The interrogation yields one written note: 'Get Jack Reacher!'. Reacher an enigmatic ex-Army investigator believes the authorities have the right man but agrees to help the sniper's defense attorney. However the more Reacher delves into the case the less clear-cut it appears. So begins an extraordinary chase for the truth pitting Jack Reacher against an unexpected enemy with a skill for violence and a secret to keep.
1454,Power Rangers,Five ordinary teens must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny our heroes quickly discover they are the only ones who can save the planet. But to do so they will have to overcome their real-life issues and before it’s too late band together as the Power Rangers.
1455,Wild Child,Sixteen-year-old Poppy has everything her unlimited credit cards can buy and a spoiled attitude to match. After a final thoughtless prank her exasperated father ships her off to boarding school in England. There Poppy meets her match in a stern headmistress and a class full of girls who will not tolerate her selfishness.
1456,Baise-moi,Manu has lived a difficult life. Abused and violently raped she sets off to find herself only to meet Nadine a prostitute who has encountered one too many injustices in the world. Angry at the world they embark on a twisted rage-filled road trip. They choose to have sex when they please and kill when they need. Leaving a trail of mischief and dead bodies in their wake. Generating a media blitz and manhunt soon everyone is out to capture the young fugitives.
1457,Disenchanted,Disillusioned with life in the city feeling out of place in suburbia and frustrated that her happily ever after hasn’t been so easy to find Giselle turns to the magic of Andalasia for help. Accidentally transforming the entire town into a real-life fairy tale and placing her family’s future happiness in jeopardy she must race against time to reverse the spell and determine what happily ever after truly means to her and her family.
1458,Scream 4,Sidney Prescott now the author of a self-help book returns home to Woodsboro on the last stop of her book tour which brings about the return of Ghostface putting her friends family and the whole town in danger.
1459,Die Hard,NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office the entire building is overtaken by a group of terrorists. With little help from the LAPD wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.
1460,The Addams Family,When a man claiming to be long-lost Uncle Fester reappears after 25 years lost the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.
1461,The Butterfly Effect,A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past to occupy his childhood body and change history. However he soon finds that every change he makes has unexpected consequences.
1462,Love Actually,Eight London couples try to deal with their relationships in different ways. Their tryst with love makes them discover how complicated relationships can be.
1463,Infinite,Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown a secret group that call themselves “Infinites” come to his rescue revealing that his memories are real.
1464,All About Lily Chou-Chou,Charts the troubled teenage years of students Yūichi Hasumi and Shūsuke Hoshino exploring the shifting and complex power dynamics of their relationship against the backdrop of Yūichi's love for the dreamy and abstract music of fictional pop star Lily Chou-Chou.
1465,Richard the Stork and the Mystery of the Great Jewel,Richard a sparrow adopted by a stork family is wintering at the Great Lake in Northern Africa. When he realises that he won’t be the one to lead his flock back North Richard decides to travel on his own and crosses paths with Samia and her sparrow flock who are being held captive by evil marabous under the control of greedy peacock Zamano. The only chance of freedom for the sparrows is to solve a riddle and find the Great Jewel which will call upon teamwork trust and most of all- spork (sparrow + stork) skills.
1466,Amélie,At a tiny Parisian café the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker guardian angel and all-around do-gooder. But when she bumps into a handsome stranger will she find the courage to become the star of her very own love story?
1467,American History X,Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother Danny Vineyard's narration we learn that before going to prison Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.
1468,Once Upon a Time in the West,As the railroad builders advance unstoppably through the Arizona desert on their way to the sea Jill arrives in the small town of Flagstone with the intention of starting a new life.
1469,You Can Live Forever,When Jaime a gay teenager is sent to live in a community of Jehovah's Witnesses in small-town Quebec she falls madly in love with a devout Witness girl. The two embark on an intense affair with consequences that will reshape the rest of their lives.
1470,Dragon Ball Z Dead Zone,In order to wish for immortality and avenge his father Garlic Jr. collects the dragon balls kidnapping Goku's son Gohan in the process. Goku Kami Piccolo and Krillin unite to rescue Gohan and save the world from being sucked into a dead zone.
1471,The Grand Budapest Hotel,The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.
1472,Carrie,An awkward telekinetic teenage girl's lonely life is dominated by relentless bullying at school and an oppressive religious fanatic mother at home. When her tormentors pull a humiliating prank at the senior prom she unleashes a horrifying chaos on everyone leaving nothing but destruction in her wake.
1473,Dragon Ball Z Bojack Unbound,Mr. Money is holding another World Martial Arts Tournament and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack an ancient villain who has escaped his prison is competing. Since Goku is currently dead it is up to Gohan Vegeta and Trunks to defeat Bojack and his henchman.
1474,Life of Pi,The story of an Indian boy named Pi a zookeeper's son who finds himself in the company of a hyena zebra orangutan and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.
1475,Stand by Me Doraemon,Sewashi and Doraemon find themselves way back in time and meet Nobita. It is up to Doraemon to take care of Nobita or else he will not return to the present.
1476,The Mask of Zorro,It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom his wife and his precious daughter.
1477,Casablanca,In Casablanca Morocco in December 1941 a cynical American expatriate meets a former lover with unforeseen complications.
1478,Demolition Man,Simon Phoenix a violent criminal cryogenically frozen in 1996 escapes during a parole hearing in 2032 in the utopia of San Angeles. Police are incapable of dealing with his violent ways and turn to his captor who had also been cryogenically frozen after being wrongfully accused of killing 30 innocent people while apprehending Phoenix.
1479,I Am Dragon,In the midst of the wedding princess Miroslava is kidnapped by a dragon and carried away into his castle on the remote island. Mira left everything behind in the past - family friends and groom. Now the only things she had were a stone cage and a mysterious young man named Arman ... but who is he and what is he doing on that island? Miroslava will know the truth too late: loving a dragon will reveal the bitter truth - love is scary.
1480,Monster Hunter,A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger the team encounters a mysterious hunter who may be their only hope to find a way home.
1481,Strays,When Reggie is abandoned on the mean city streets by his lowlife owner Doug Reggie is certain that his beloved owner would never leave him on purpose. But once Reggie falls in with Bug a fast-talking foul-mouthed stray who loves his freedom and believes that owners are for suckers Reggie finally realizes he was in a toxic relationship and begins to see Doug for the heartless sleazeball that he is.
1482,The Human Centipede 2 (Full Sequence),Inspired by the fictional Dr. Heiter disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy.
1483,S.W.A.T.,Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine but when Montel offers a huge reward to anyone who can break him free criminals of various stripes step up for the prize.
1484,The Father,A man refuses all assistance from his daughter as he ages and as he tries to make sense of his changing circumstances he begins to doubt his loved ones his own mind and even the fabric of his reality.
1485,Warrior,The youngest son of an alcoholic former boxer returns home where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged older brother.
1486,Cars,Lightning McQueen a hotshot rookie race car driven to succeed discovers that life is about the journey not the finish line when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros McQueen gets to know the town's offbeat characters.
1487,Terminator Salvation,All grown up in post-apocalyptic 2018 John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.
1488,Police Academy,New rules enforced by the Lady Mayoress mean that sex weight height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy much to the chagrin of the instructors. Not everyone is there through choice though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!
1489,Highlander,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.
